dataset,estimator,shift_type,cost_type,n_samples,method,parameter,prune_level,merge_level,validity (before),validity (after),cost,plausibility,sparsity,time,time per samples
Bail,RandomForest,split,std,100,DiRARTE-W,0.4,1.0,1,0.99,0.7,2.535548619679378,0.5167397352144187,2.505050505050505,1.4059290885925293,0.014059290885925294
Bail,RandomForest,split,std,100,DiRARTE-W,0.5,1.0,1,0.95,0.74,2.8344969004712777,0.5200324237736006,2.705263157894737,1.4059290885925293,0.014059290885925294
Bail,RandomForest,split,std,100,DiRARTE-W,0.1,1.0,2,1.0,0.5,1.6304079377812157,0.5018011173929273,1.87,11.728744983673096,0.11728744983673095
Bail,RandomForest,split,std,100,DiRARTE-W,0.2,1.0,2,1.0,0.58,1.8801024352382711,0.5094971751911138,2.17,11.728744983673096,0.11728744983673095
Bail,RandomForest,split,std,100,DiRARTE-W,0.3,1.0,2,1.0,0.68,2.1835187226651285,0.5146807798750058,2.38,11.728744983673096,0.11728744983673095
Bail,RandomForest,split,std,100,DiRARTE-W,0.4,1.0,2,1.0,0.75,2.4505387825840685,0.5176760514590768,2.6900000000000004,11.728744983673096,0.11728744983673095
Bail,RandomForest,split,std,100,DiRARTE-W,0.5,1.0,2,1.0,0.84,2.795517676495337,0.5214134555758584,2.91,11.728744983673096,0.11728744983673095
Bail,RandomForest,split,std,100,DiRARTE-W,0.1,0.5,1,1.0,0.49,1.6900182232800751,0.5054797840219948,1.9200000000000004,0.8381121158599854,0.008381121158599854
Bail,RandomForest,split,std,100,DiRARTE-W,0.2,0.5,1,1.0,0.57,2.001559825937745,0.5096551877908361,2.1300000000000003,0.8381121158599854,0.008381121158599854
Bail,RandomForest,split,std,100,DiRARTE-W,0.3,0.5,1,0.99,0.66,2.312226551242488,0.5131563218800156,2.313131313131313,0.8381121158599854,0.008381121158599854
Bail,RandomForest,split,std,100,DiRARTE-W,0.4,0.5,1,0.98,0.72,2.6793623434079046,0.5184068119287051,2.510204081632653,0.8381121158599854,0.008381121158599854
Bail,RandomForest,split,std,100,DiRARTE-W,0.5,0.5,1,0.92,0.75,2.952513535506202,0.5219769865600794,2.706521739130435,0.8381121158599854,0.008381121158599854
Bail,RandomForest,split,std,100,DiRARTE-W,0.1,0.5,2,1.0,0.49,1.6482388300049737,0.5119015420144877,1.9400000000000004,5.968355894088745,0.05968355894088745
Bail,RandomForest,split,std,100,DiRARTE-W,0.2,0.5,2,1.0,0.61,1.8901407394651415,0.5185463580855247,2.1,5.968355894088745,0.05968355894088745
Bail,RandomForest,split,std,100,DiRARTE-W,0.3,0.5,2,1.0,0.64,2.2080314523128877,0.524533009156694,2.35,5.968355894088745,0.05968355894088745
Bail,RandomForest,split,std,100,DiRARTE-W,0.4,0.5,2,1.0,0.74,2.5086385383764314,0.5269030108170728,2.6799999999999997,5.968355894088745,0.05968355894088745
Bail,RandomForest,split,std,100,DiRARTE-W,0.5,0.5,2,1.0,0.84,2.879556939980134,0.530353108206199,2.8900000000000006,5.968355894088745,0.05968355894088745
Bail,RandomForest,split,std,100,DiRARTE-X,0.04,1.0,1,1.0,0.56,1.9377680926149161,0.5126687609034761,2.16,1.5983600616455078,0.01598360061645508
Bail,RandomForest,split,std,100,DiRARTE-X,0.08,1.0,1,1.0,0.65,2.2588473301191954,0.5130803979216139,2.3200000000000003,1.5983600616455078,0.01598360061645508
Bail,RandomForest,split,std,100,DiRARTE-X,0.12,1.0,1,0.99,0.71,2.388384178239033,0.5161158291613992,2.393939393939394,1.5983600616455078,0.01598360061645508
Bail,RandomForest,split,std,100,DiRARTE-X,0.16,1.0,1,0.97,0.68,2.4644861968961105,0.5170638321905655,2.4742268041237114,1.5983600616455078,0.01598360061645508
Bail,RandomForest,split,std,100,DiRARTE-X,0.2,1.0,1,0.95,0.7,2.6239803797805643,0.5160270900693146,2.5473684210526315,1.5983600616455078,0.01598360061645508
Bail,RandomForest,split,std,100,DiRARTE-X,0.04,1.0,2,1.0,0.55,1.8659090214561314,0.5198953234845546,2.24,12.747729778289795,0.12747729778289796
Bail,RandomForest,split,std,100,DiRARTE-X,0.08,1.0,2,1.0,0.66,2.1394789228230597,0.5222684413946838,2.46,12.747729778289795,0.12747729778289796
Bail,RandomForest,split,std,100,DiRARTE-X,0.12,1.0,2,1.0,0.7,2.3182197795695902,0.5267066704282776,2.6,12.747729778289795,0.12747729778289796
Bail,RandomForest,split,std,100,DiRARTE-X,0.16,1.0,2,1.0,0.73,2.4694111574436435,0.5269009280094802,2.6599999999999997,12.747729778289795,0.12747729778289796
Bail,RandomForest,split,std,100,DiRARTE-X,0.2,1.0,2,1.0,0.77,2.631463911688042,0.5291120083575889,2.8899999999999997,12.747729778289795,0.12747729778289796
Bail,RandomForest,split,std,100,DiRARTE-X,0.04,0.5,1,1.0,0.58,2.0338567165229247,0.506468809832293,2.16,0.9698641300201416,0.009698641300201417
Bail,RandomForest,split,std,100,DiRARTE-X,0.08,0.5,1,0.99,0.64,2.2861413179542662,0.5051319750818799,2.333333333333333,0.9698641300201416,0.009698641300201417
Bail,RandomForest,split,std,100,DiRARTE-X,0.12,0.5,1,0.98,0.72,2.4365693229838623,0.5085586216919293,2.3775510204081636,0.9698641300201416,0.009698641300201417
Bail,RandomForest,split,std,100,DiRARTE-X,0.16,0.5,1,0.95,0.68,2.5336725401408398,0.5101813992824527,2.421052631578948,0.9698641300201416,0.009698641300201417
Bail,RandomForest,split,std,100,DiRARTE-X,0.2,0.5,1,0.91,0.7,2.6166629794200618,0.5063953335357175,2.593406593406593,0.9698641300201416,0.009698641300201417
Bail,RandomForest,split,std,100,DiRARTE-X,0.04,0.5,2,1.0,0.56,1.8794231308769023,0.5083418096386508,2.16,6.53849983215332,0.0653849983215332
Bail,RandomForest,split,std,100,DiRARTE-X,0.08,0.5,2,1.0,0.64,2.1678372821259275,0.5115659443513518,2.46,6.53849983215332,0.0653849983215332
Bail,RandomForest,split,std,100,DiRARTE-X,0.12,0.5,2,1.0,0.71,2.3627441553115185,0.5133656488667002,2.5500000000000003,6.53849983215332,0.0653849983215332
Bail,RandomForest,split,std,100,DiRARTE-X,0.16,0.5,2,1.0,0.73,2.513649735618392,0.5158143802463633,2.66,6.53849983215332,0.0653849983215332
Bail,RandomForest,split,std,100,DiRARTE-X,0.2,0.5,2,1.0,0.78,2.7104748512104515,0.5164780655135255,2.8000000000000003,6.53849983215332,0.0653849983215332
Bail,RandomForest,split,std,100,Baseline,0.0,1.0,1,1.0,0.15,1.403110817412235,0.5068202940333043,1.57,1.3504230976104736,0.013504230976104736
Bail,RandomForest,split,std,100,Baseline,0.0,1.0,2,1.0,0.14,1.385779353427862,0.5056913834884249,1.5699999999999998,11.871403932571411,0.11871403932571412
Bail,RandomForest,split,std,100,Baseline,0.0,0.5,1,1.0,0.15,1.4275181682698201,0.5046920825519576,1.5699999999999998,0.7313978672027588,0.007313978672027588
Bail,RandomForest,split,std,100,Baseline,0.0,0.5,2,1.0,0.17,1.3994841363211836,0.5131317802341768,1.5699999999999998,6.127523183822632,0.06127523183822632
Bail,RandomForest,split,std,100,DiRARTE-W,0.1,1.0,1,1.0,0.25,1.6462193692757305,0.5138595181057459,1.66,1.3814640045166016,0.013814640045166016
Bail,RandomForest,split,std,100,DiRARTE-W,0.2,1.0,1,1.0,0.38,1.954091202987714,0.5156856736919049,1.87,1.3814640045166016,0.013814640045166016
Bail,RandomForest,split,std,100,DiRARTE-W,0.3,1.0,1,1.0,0.45,2.292321781218794,0.5157674490238925,2.09,1.3814640045166016,0.013814640045166016
Bail,RandomForest,split,std,100,DiRARTE-W,0.4,1.0,1,1.0,0.57,2.582349625125209,0.5136241434401138,2.24,1.3814640045166016,0.013814640045166016
Bail,RandomForest,split,std,100,DiRARTE-W,0.5,1.0,1,1.0,0.74,2.9304027084231956,0.5176239747905802,2.54,1.3814640045166016,0.013814640045166016
Bail,RandomForest,split,std,100,DiRARTE-W,0.1,1.0,2,1.0,0.26,1.6128262055407896,0.506174440728154,1.73,11.8735671043396,0.118735671043396
Bail,RandomForest,split,std,100,DiRARTE-W,0.2,1.0,2,1.0,0.38,1.889482170944015,0.5089134837285461,1.9700000000000002,11.8735671043396,0.118735671043396
Bail,RandomForest,split,std,100,DiRARTE-W,0.3,1.0,2,1.0,0.52,2.196389771027466,0.5108519511981937,2.17,11.8735671043396,0.118735671043396
Bail,RandomForest,split,std,100,DiRARTE-W,0.4,1.0,2,1.0,0.56,2.4507968824609634,0.506474981895298,2.2300000000000004,11.8735671043396,0.118735671043396
Bail,RandomForest,split,std,100,DiRARTE-W,0.5,1.0,2,1.0,0.68,2.761432211710034,0.5074406182663409,2.5100000000000002,11.8735671043396,0.118735671043396
Bail,RandomForest,split,std,100,DiRARTE-W,0.1,0.5,1,1.0,0.27,1.6653763125917616,0.507299823659195,1.6500000000000001,0.8101727962493896,0.008101727962493897
Bail,RandomForest,split,std,100,DiRARTE-W,0.2,0.5,1,1.0,0.39,1.9763803281737171,0.5113425984750649,1.87,0.8101727962493896,0.008101727962493897
Bail,RandomForest,split,std,100,DiRARTE-W,0.3,0.5,1,1.0,0.5,2.3473161203127333,0.5096335151784808,2.09,0.8101727962493896,0.008101727962493897
Bail,RandomForest,split,std,100,DiRARTE-W,0.4,0.5,1,1.0,0.58,2.661887591235133,0.5087350087248587,2.3,0.8101727962493896,0.008101727962493897
Bail,RandomForest,split,std,100,DiRARTE-W,0.5,0.5,1,1.0,0.79,3.047904901115514,0.513089364709598,2.59,0.8101727962493896,0.008101727962493897
Bail,RandomForest,split,std,100,DiRARTE-W,0.1,0.5,2,1.0,0.26,1.6352492095597035,0.5151879219272444,1.71,6.194224119186401,0.06194224119186401
Bail,RandomForest,split,std,100,DiRARTE-W,0.2,0.5,2,1.0,0.38,1.90234967213527,0.5163714642421481,1.94,6.194224119186401,0.06194224119186401
Bail,RandomForest,split,std,100,DiRARTE-W,0.3,0.5,2,1.0,0.51,2.225143496122096,0.5186859502322678,2.19,6.194224119186401,0.06194224119186401
Bail,RandomForest,split,std,100,DiRARTE-W,0.4,0.5,2,1.0,0.58,2.4765521024973625,0.5153789722709342,2.29,6.194224119186401,0.06194224119186401
Bail,RandomForest,split,std,100,DiRARTE-W,0.5,0.5,2,1.0,0.75,2.786167873871881,0.5181975744248799,2.5,6.194224119186401,0.06194224119186401
Bail,RandomForest,split,std,100,DiRARTE-X,0.04,1.0,1,1.0,0.39,1.9426257418832578,0.5156807943554952,1.88,1.4973340034484863,0.014973340034484863
Bail,RandomForest,split,std,100,DiRARTE-X,0.08,1.0,1,1.0,0.41,2.2376053682387127,0.5144476099789633,2.04,1.4973340034484863,0.014973340034484863
Bail,RandomForest,split,std,100,DiRARTE-X,0.12,1.0,1,1.0,0.47,2.4663936014167045,0.5175833198515799,2.27,1.4973340034484863,0.014973340034484863
Bail,RandomForest,split,std,100,DiRARTE-X,0.16,1.0,1,1.0,0.61,2.650665667473524,0.5154836284941865,2.4299999999999997,1.4973340034484863,0.014973340034484863
Bail,RandomForest,split,std,100,DiRARTE-X,0.2,1.0,1,1.0,0.64,2.785808672331614,0.5134302194401736,2.54,1.4973340034484863,0.014973340034484863
Bail,RandomForest,split,std,100,DiRARTE-X,0.04,1.0,2,1.0,0.38,1.879795802610707,0.5067106522366948,1.96,13.29100489616394,0.1329100489616394
Bail,RandomForest,split,std,100,DiRARTE-X,0.08,1.0,2,1.0,0.48,2.128219144227764,0.511444197000056,2.1799999999999997,13.29100489616394,0.1329100489616394
Bail,RandomForest,split,std,100,DiRARTE-X,0.12,1.0,2,1.0,0.56,2.334159909550245,0.5133059898229453,2.33,13.29100489616394,0.1329100489616394
Bail,RandomForest,split,std,100,DiRARTE-X,0.16,1.0,2,1.0,0.59,2.477826297558615,0.5103357078487251,2.4,13.29100489616394,0.1329100489616394
Bail,RandomForest,split,std,100,DiRARTE-X,0.2,1.0,2,1.0,0.61,2.6184321079243995,0.5053456763621316,2.4699999999999998,13.29100489616394,0.1329100489616394
Bail,RandomForest,split,std,100,DiRARTE-X,0.04,0.5,1,1.0,0.36,1.9763558705158824,0.5091280690031346,1.8899999999999997,0.9534690380096436,0.009534690380096435
Bail,RandomForest,split,std,100,DiRARTE-X,0.08,0.5,1,1.0,0.42,2.3047383559802452,0.5086610138118721,2.03,0.9534690380096436,0.009534690380096435
Bail,RandomForest,split,std,100,DiRARTE-X,0.12,0.5,1,1.0,0.54,2.5640009821485292,0.5080128575056905,2.32,0.9534690380096436,0.009534690380096435
Bail,RandomForest,split,std,100,DiRARTE-X,0.16,0.5,1,1.0,0.65,2.749045834443752,0.5089177091701365,2.48,0.9534690380096436,0.009534690380096435
Bail,RandomForest,split,std,100,DiRARTE-X,0.2,0.5,1,1.0,0.71,2.8869812408263997,0.5092089130372639,2.5700000000000003,0.9534690380096436,0.009534690380096435
Bail,RandomForest,split,std,100,DiRARTE-X,0.04,0.5,2,1.0,0.33,1.9009261899180103,0.5077981019722899,1.92,6.538029909133911,0.0653802990913391
Bail,RandomForest,split,std,100,DiRARTE-X,0.08,0.5,2,1.0,0.45,2.157257724190993,0.5139953340265216,2.15,6.538029909133911,0.0653802990913391
Bail,RandomForest,split,std,100,DiRARTE-X,0.12,0.5,2,1.0,0.54,2.3678235845073314,0.5164069158587657,2.34,6.538029909133911,0.0653802990913391
Bail,RandomForest,split,std,100,DiRARTE-X,0.16,0.5,2,1.0,0.63,2.5076342273949424,0.5120001520534487,2.39,6.538029909133911,0.0653802990913391
Bail,RandomForest,split,std,100,DiRARTE-X,0.2,0.5,2,1.0,0.69,2.665353056494568,0.510675895581226,2.5300000000000002,6.538029909133911,0.0653802990913391
FICO,RandomForest,delete,std,100,Baseline,0.0,1.0,1,1.0,0.58,2.3955822828563296,0.44337784972926236,2.0900000000000003,1.2355172634124756,0.012355172634124756
FICO,RandomForest,delete,std,100,Baseline,0.0,1.0,2,1.0,0.58,2.2697912908559004,0.446782293052774,2.16,17.953400135040283,0.17953400135040284
FICO,RandomForest,delete,std,100,Baseline,0.0,0.5,1,1.0,0.68,2.458893548496174,0.4375496978802201,2.07,0.6718459129333496,0.006718459129333496
FICO,RandomForest,delete,std,100,Baseline,0.0,0.5,2,1.0,0.58,2.3097607539841016,0.44966454300142095,2.19,9.024019002914429,0.09024019002914428
FICO,RandomForest,delete,std,100,DiRARTE-W,0.1,1.0,1,0.97,0.82,2.541130992876325,0.4425091870015803,2.2680412371134016,1.280691146850586,0.01280691146850586
FICO,RandomForest,delete,std,100,DiRARTE-W,0.2,1.0,1,0.96,0.9,2.7979727313886484,0.44096211001572144,2.427083333333333,1.280691146850586,0.01280691146850586
FICO,RandomForest,delete,std,100,DiRARTE-W,0.3,1.0,1,0.92,0.92,2.90333206084535,0.44017408573383265,2.543478260869565,1.280691146850586,0.01280691146850586
FICO,RandomForest,delete,std,100,DiRARTE-W,0.4,1.0,1,0.88,0.88,3.2712654451603473,0.438023831691353,2.7613636363636362,1.280691146850586,0.01280691146850586
FICO,RandomForest,delete,std,100,DiRARTE-W,0.5,1.0,1,0.82,0.82,3.447579815101986,0.43767172357084944,2.9634146341463414,1.280691146850586,0.01280691146850586
FICO,RandomForest,delete,std,100,DiRARTE-W,0.1,1.0,2,1.0,0.79,2.589352833110456,0.43884339759000596,2.38,17.4042067527771,0.174042067527771
FICO,RandomForest,delete,std,100,DiRARTE-W,0.2,1.0,2,1.0,0.89,2.917646926642651,0.4369954489165993,2.61,17.4042067527771,0.174042067527771
FICO,RandomForest,delete,std,100,DiRARTE-W,0.3,1.0,2,1.0,0.96,3.2524616806693056,0.4353532340788541,2.8900000000000006,17.4042067527771,0.174042067527771
FICO,RandomForest,delete,std,100,DiRARTE-W,0.4,1.0,2,0.99,0.99,3.6466388784647337,0.43385340547864476,3.1212121212121215,17.4042067527771,0.174042067527771
FICO,RandomForest,delete,std,100,DiRARTE-W,0.5,1.0,2,0.99,0.99,4.143338966621207,0.43362498194353094,3.464646464646465,17.4042067527771,0.174042067527771
FICO,RandomForest,delete,std,100,DiRARTE-W,0.1,0.5,1,0.97,0.84,2.6014756864954744,0.44370817611261293,2.268041237113402,0.7598049640655518,0.007598049640655517
FICO,RandomForest,delete,std,100,DiRARTE-W,0.2,0.5,1,0.94,0.89,2.7837881349601177,0.44331253035629253,2.382978723404255,0.7598049640655518,0.007598049640655517
FICO,RandomForest,delete,std,100,DiRARTE-W,0.3,0.5,1,0.92,0.92,3.027758950996261,0.44233849263400393,2.5543478260869565,0.7598049640655518,0.007598049640655517
FICO,RandomForest,delete,std,100,DiRARTE-W,0.4,0.5,1,0.86,0.86,3.3663610694608157,0.44033137116458276,2.755813953488372,0.7598049640655518,0.007598049640655517
FICO,RandomForest,delete,std,100,DiRARTE-W,0.5,0.5,1,0.8,0.8,3.4859246424960686,0.4391722305897899,2.8625000000000003,0.7598049640655518,0.007598049640655517
FICO,RandomForest,delete,std,100,DiRARTE-W,0.1,0.5,2,1.0,0.81,2.6178657090953537,0.445863628185947,2.4,9.214584112167358,0.09214584112167358
FICO,RandomForest,delete,std,100,DiRARTE-W,0.2,0.5,2,1.0,0.87,2.9690358925261986,0.4449140556908881,2.55,9.214584112167358,0.09214584112167358
FICO,RandomForest,delete,std,100,DiRARTE-W,0.3,0.5,2,1.0,0.99,3.3441199084058906,0.443892862630767,2.8500000000000005,9.214584112167358,0.09214584112167358
FICO,RandomForest,delete,std,100,DiRARTE-W,0.4,0.5,2,1.0,1.0,3.7701917413132975,0.4439192249759576,3.2399999999999998,9.214584112167358,0.09214584112167358
FICO,RandomForest,delete,std,100,DiRARTE-W,0.5,0.5,2,0.98,0.98,4.097537485804413,0.44309481204909007,3.4081632653061225,9.214584112167358,0.09214584112167358
FICO,RandomForest,delete,std,100,DiRARTE-X,0.04,1.0,1,0.96,0.86,2.7150120130512185,0.43846178667834784,2.3958333333333335,1.4654879570007324,0.014654879570007323
FICO,RandomForest,delete,std,100,DiRARTE-X,0.08,1.0,1,0.93,0.89,2.8143783922804526,0.4373957238267106,2.4838709677419355,1.4654879570007324,0.014654879570007323
FICO,RandomForest,delete,std,100,DiRARTE-X,0.12,1.0,1,0.91,0.9,2.9153186680275605,0.43662790615984926,2.516483516483517,1.4654879570007324,0.014654879570007323
FICO,RandomForest,delete,std,100,DiRARTE-X,0.16,1.0,1,0.9,0.89,3.0681040255843444,0.4350456471013026,2.577777777777778,1.4654879570007324,0.014654879570007323
FICO,RandomForest,delete,std,100,DiRARTE-X,0.2,1.0,1,0.88,0.88,3.1701999123587514,0.4341588044391507,2.6818181818181817,1.4654879570007324,0.014654879570007323
FICO,RandomForest,delete,std,100,DiRARTE-X,0.04,1.0,2,1.0,0.84,2.8665871557415534,0.43215864171663315,2.5599999999999996,19.339651107788086,0.19339651107788086
FICO,RandomForest,delete,std,100,DiRARTE-X,0.08,1.0,2,1.0,0.95,3.1164111492023157,0.431609730076446,2.69,19.339651107788086,0.19339651107788086
FICO,RandomForest,delete,std,100,DiRARTE-X,0.12,1.0,2,1.0,0.96,3.3109118196682514,0.4310638892741994,2.8799999999999994,19.339651107788086,0.19339651107788086
FICO,RandomForest,delete,std,100,DiRARTE-X,0.16,1.0,2,1.0,0.99,3.5605766680253907,0.4302859939577877,2.9999999999999996,19.339651107788086,0.19339651107788086
FICO,RandomForest,delete,std,100,DiRARTE-X,0.2,1.0,2,0.99,0.99,3.6325211935963875,0.4307785159111662,3.0606060606060606,19.339651107788086,0.19339651107788086
FICO,RandomForest,delete,std,100,DiRARTE-X,0.04,0.5,1,0.95,0.87,2.7437457539156695,0.43365930338132563,2.3578947368421055,0.9187510013580322,0.009187510013580322
FICO,RandomForest,delete,std,100,DiRARTE-X,0.08,0.5,1,0.92,0.9,2.8858255298392725,0.43243574687092456,2.4456521739130435,0.9187510013580322,0.009187510013580322
FICO,RandomForest,delete,std,100,DiRARTE-X,0.12,0.5,1,0.9,0.9,2.984559746739037,0.43119591218159814,2.466666666666667,0.9187510013580322,0.009187510013580322
FICO,RandomForest,delete,std,100,DiRARTE-X,0.16,0.5,1,0.88,0.88,3.063461037179026,0.43001605890460315,2.5454545454545454,0.9187510013580322,0.009187510013580322
FICO,RandomForest,delete,std,100,DiRARTE-X,0.2,0.5,1,0.84,0.84,3.183350800757432,0.42826952335519064,2.6666666666666665,0.9187510013580322,0.009187510013580322
FICO,RandomForest,delete,std,100,DiRARTE-X,0.04,0.5,2,1.0,0.85,2.9050792468709234,0.44451959071183933,2.5799999999999996,10.245144128799438,0.10245144128799438
FICO,RandomForest,delete,std,100,DiRARTE-X,0.08,0.5,2,1.0,0.94,3.157879074272215,0.44454664293882656,2.77,10.245144128799438,0.10245144128799438
FICO,RandomForest,delete,std,100,DiRARTE-X,0.12,0.5,2,1.0,0.97,3.3992467195004967,0.44376712341968727,2.7899999999999996,10.245144128799438,0.10245144128799438
FICO,RandomForest,delete,std,100,DiRARTE-X,0.16,0.5,2,1.0,0.99,3.5809823915600494,0.44245501648742436,2.99,10.245144128799438,0.10245144128799438
FICO,RandomForest,delete,std,100,DiRARTE-X,0.2,0.5,2,1.0,1.0,3.774362650049824,0.441803090010819,3.23,10.245144128799438,0.10245144128799438
FICO,RandomForest,delete,std,100,Baseline,0.0,1.0,1,1.0,0.47,2.3493246632327076,0.4559196562223354,2.1899999999999995,1.2408008575439453,0.012408008575439453
FICO,RandomForest,delete,std,100,Baseline,0.0,1.0,2,1.0,0.42,2.216605378393631,0.45543089930995156,2.26,16.51674485206604,0.1651674485206604
FICO,RandomForest,delete,std,100,Baseline,0.0,0.5,1,1.0,0.47,2.441198234347143,0.4562905085957535,2.2099999999999995,0.6595311164855957,0.006595311164855957
FICO,RandomForest,delete,std,100,Baseline,0.0,0.5,2,1.0,0.45,2.2944398618105892,0.4535073950700072,2.28,9.157844066619873,0.09157844066619873
FICO,RandomForest,delete,std,100,DiRARTE-W,0.1,1.0,1,1.0,0.81,2.678543826156048,0.4589649065558131,2.37,1.2762658596038818,0.012762658596038819
FICO,RandomForest,delete,std,100,DiRARTE-W,0.2,1.0,1,0.99,0.95,2.985124794867925,0.45744819469847503,2.5656565656565657,1.2762658596038818,0.012762658596038819
FICO,RandomForest,delete,std,100,DiRARTE-W,0.3,1.0,1,0.99,0.99,3.295968244149619,0.45681289899018457,2.787878787878788,1.2762658596038818,0.012762658596038819
FICO,RandomForest,delete,std,100,DiRARTE-W,0.4,1.0,1,0.99,0.99,3.7742422483562583,0.4568747231745233,3.05050505050505,1.2762658596038818,0.012762658596038819
FICO,RandomForest,delete,std,100,DiRARTE-W,0.5,1.0,1,0.94,0.94,4.112812733775862,0.45648528601813293,3.202127659574468,1.2762658596038818,0.012762658596038819
FICO,RandomForest,delete,std,100,DiRARTE-W,0.1,1.0,2,1.0,0.75,2.5521431452577725,0.4580160069019526,2.5,16.810784101486206,0.16810784101486206
FICO,RandomForest,delete,std,100,DiRARTE-W,0.2,1.0,2,1.0,0.89,2.861739615001314,0.4570363705257401,2.6500000000000004,16.810784101486206,0.16810784101486206
FICO,RandomForest,delete,std,100,DiRARTE-W,0.3,1.0,2,1.0,1.0,3.186167346028193,0.45555596352049804,2.8399999999999994,16.810784101486206,0.16810784101486206
FICO,RandomForest,delete,std,100,DiRARTE-W,0.4,1.0,2,1.0,1.0,3.519328936274627,0.45572186695781786,3.1999999999999993,16.810784101486206,0.16810784101486206
FICO,RandomForest,delete,std,100,DiRARTE-W,0.5,1.0,2,1.0,1.0,3.8593078329875965,0.45626221832854486,3.4899999999999998,16.810784101486206,0.16810784101486206
FICO,RandomForest,delete,std,100,DiRARTE-W,0.1,0.5,1,1.0,0.82,2.7838176366832967,0.4551602422647849,2.31,0.7364857196807861,0.0073648571968078615
FICO,RandomForest,delete,std,100,DiRARTE-W,0.2,0.5,1,0.99,0.96,3.142457041905441,0.45375176273033063,2.5757575757575757,0.7364857196807861,0.0073648571968078615
FICO,RandomForest,delete,std,100,DiRARTE-W,0.3,0.5,1,0.99,0.99,3.5467745578684853,0.45327963615028116,2.7070707070707067,0.7364857196807861,0.0073648571968078615
FICO,RandomForest,delete,std,100,DiRARTE-W,0.4,0.5,1,0.91,0.91,3.801707395181884,0.45266299819302286,2.8131868131868134,0.7364857196807861,0.0073648571968078615
FICO,RandomForest,delete,std,100,DiRARTE-W,0.5,0.5,1,0.8,0.8,3.8256991927938033,0.45132150706831275,2.95,0.7364857196807861,0.0073648571968078615
FICO,RandomForest,delete,std,100,DiRARTE-W,0.1,0.5,2,1.0,0.76,2.5839296503489964,0.4573581821518556,2.5399999999999996,9.141210079193115,0.09141210079193116
FICO,RandomForest,delete,std,100,DiRARTE-W,0.2,0.5,2,1.0,0.93,2.9324407566517885,0.4548262546774413,2.74,9.141210079193115,0.09141210079193116
FICO,RandomForest,delete,std,100,DiRARTE-W,0.3,0.5,2,1.0,1.0,3.2550993036293936,0.45327124089892507,2.8699999999999997,9.141210079193115,0.09141210079193116
FICO,RandomForest,delete,std,100,DiRARTE-W,0.4,0.5,2,1.0,0.99,3.5942296167502175,0.45357395161595215,3.16,9.141210079193115,0.09141210079193116
FICO,RandomForest,delete,std,100,DiRARTE-W,0.5,0.5,2,1.0,1.0,3.935255703990315,0.4533724346910335,3.3899999999999997,9.141210079193115,0.09141210079193116
FICO,RandomForest,delete,std,100,DiRARTE-X,0.04,1.0,1,0.99,0.94,2.9174213930533304,0.45511201342026764,2.535353535353535,1.4856817722320557,0.014856817722320557
FICO,RandomForest,delete,std,100,DiRARTE-X,0.08,1.0,1,0.99,0.96,3.136543245466055,0.4554114306976476,2.686868686868687,1.4856817722320557,0.014856817722320557
FICO,RandomForest,delete,std,100,DiRARTE-X,0.12,1.0,1,0.99,0.96,3.355437054264289,0.45415424305625546,2.7575757575757573,1.4856817722320557,0.014856817722320557
FICO,RandomForest,delete,std,100,DiRARTE-X,0.16,1.0,1,0.99,0.98,3.543819924102293,0.454255392952902,2.8686868686868685,1.4856817722320557,0.014856817722320557
FICO,RandomForest,delete,std,100,DiRARTE-X,0.2,1.0,1,0.99,0.99,3.7625327214979567,0.4538458314111096,2.9595959595959602,1.4856817722320557,0.014856817722320557
FICO,RandomForest,delete,std,100,DiRARTE-X,0.04,1.0,2,1.0,0.85,2.8030629454089087,0.44356428024352446,2.61,18.619702100753784,0.18619702100753785
FICO,RandomForest,delete,std,100,DiRARTE-X,0.08,1.0,2,1.0,0.96,3.0470378428825327,0.44249885124350824,2.7499999999999996,18.619702100753784,0.18619702100753785
FICO,RandomForest,delete,std,100,DiRARTE-X,0.12,1.0,2,1.0,0.99,3.2015578791930337,0.4416577077221694,2.83,18.619702100753784,0.18619702100753785
FICO,RandomForest,delete,std,100,DiRARTE-X,0.16,1.0,2,1.0,0.99,3.3688555040684323,0.441699420396281,3.0399999999999996,18.619702100753784,0.18619702100753785
FICO,RandomForest,delete,std,100,DiRARTE-X,0.2,1.0,2,1.0,1.0,3.4984976618401724,0.4411204318908299,3.2099999999999995,18.619702100753784,0.18619702100753785
FICO,RandomForest,delete,std,100,DiRARTE-X,0.04,0.5,1,0.99,0.94,3.063646393546678,0.4552557001005156,2.515151515151515,0.8873732089996338,0.008873732089996337
FICO,RandomForest,delete,std,100,DiRARTE-X,0.08,0.5,1,0.99,0.96,3.375889453688386,0.45590715033575757,2.656565656565656,0.8873732089996338,0.008873732089996337
FICO,RandomForest,delete,std,100,DiRARTE-X,0.12,0.5,1,0.98,0.97,3.5778131155333277,0.4541819862120699,2.7142857142857144,0.8873732089996338,0.008873732089996337
FICO,RandomForest,delete,std,100,DiRARTE-X,0.16,0.5,1,0.94,0.94,3.6762653099616203,0.4545928537824875,2.73404255319149,0.8873732089996338,0.008873732089996337
